id,name,locale
907fc7ea-ec1a-43bd-9ed9-d30285ed0044,"Experiencia en la resolución estructurada de problemas y mejora de procesos mediante el uso de marcos de Six Sigma, tales como DMAIC (Definir, Medir, Analizar, Mejorar, Controlar) y Diseño para Six Sigma (DFSS), incluyendo DMADV/DMADOV. Esta competencia abarca el análisis estadístico, estudios de capacidad de proceso, pruebas de hipótesis y optimización de diseño con el objetivo de reducir la variación y los defectos. Asimismo, respalda niveles de competencia que van desde Yellow Belt hasta Black Belt, centrándose en mejoras de calidad fundamentadas en datos y en un diseño de procesos robusto.",es
67656d55-6400-4cdf-8dec-8d31f27bbd76,"La capacidad de aplicar métodos estadísticos para el monitoreo, control y mejora de los procesos de manufactura. Esto incluye la creación e interpretación de gráficos de control, la realización de análisis de capacidad de proceso (Cp, Cpk), la ejecución de análisis de sistemas de medición (MSA), pruebas de hipótesis, análisis de regresión y la utilización de herramientas de software estadístico. Esta competencia respalda los roles de control de calidad e ingeniería en el mantenimiento de la estabilidad del proceso y en la identificación de fuentes de variación.",es
1df0d522-a1bc-4da3-82e1-8ca119bb177e,"Gestiona las disputas legales mediante la coordinación con asesores externos, la preparación de la documentación legal, la realización de investigaciones y el apoyo a métodos alternativos de resolución de conflictos, tales como la mediación y el arbitraje. Se centra en la minimización del riesgo organizacional y en la protección de la reputación.",es
1239280e-2d44-4cef-86a3-c7eb4af56f6c,"Desarrolla, implementa y mantiene políticas organizacionales y marcos de gobernanza con el fin de garantizar el cumplimiento legal y ético. Esto incluye la redacción de códigos de conducta, manuales de cumplimiento, estatutos de gobernanza, así como la facilitación de la capacitación y la comunicación de políticas.",es
eb3cd9c3-8e2b-4951-8f6c-97933c07daaa,"Asegurando la calidad del código mediante el análisis de código estático, revisiones de código y la adherencia a estándares de codificación. Se utilizan herramientas como SonarQube y ESLint, junto con guías de estilo, para mantener bases de código que sean mantenibles y seguras.",es
8ebb1a39-8526-41b5-a492-923db8cb72de,"La aplicación de metodologías ágiles, tales como Scrum y Kanban, en proyectos de software. Incluye la planificación de sprints, la gestión del backlog, la retroalimentación continua y la entrega iterativa, con el fin de mejorar la colaboración y la capacidad de respuesta.",es
8ce4a6fb-e130-4d66-85e5-8ee83f68e002,"Competencia en la operación, mantenimiento y solución de problemas de manera segura y eficiente de maquinaria y equipo utilizados en la producción de cultivos. Esto incluye la operación de tractores, sembradoras, sistemas de riego, pulverizadores y cosechadoras. Se abordan el mantenimiento rutinario, la reparación y la calibración para garantizar la fiabilidad y el rendimiento del equipo, apoyando todas las etapas de la producción de cultivos y vinculándose con la gestión operativa.",es
e7463e01-25d5-46d5-bada-a21ed04b7fc2,"El diseño, la implementación y la optimización de bases de datos relacionales y NoSQL para respaldar aplicaciones de software. Esto incluye el diseño de esquemas, la optimización de consultas, la indexación y el uso de bases de datos como MySQL, PostgreSQL y MongoDB.",es
af77b502-0e7b-44a0-9875-8efefe8b6df7,"Implementa programas y políticas con el fin de garantizar la salud y seguridad de los empleados, incluyendo estándares de salud ocupacional, iniciativas de bienestar y el cumplimiento de las regulaciones de salud y seguridad. Lleva a cabo evaluaciones de riesgos y preparación ante emergencias para mantener un entorno laboral seguro.",es
750a9d02-9cf0-46c8-8849-9773642fe7e2,"Una plataforma de gestión de gobernanza, riesgo y cumplimiento basada en la nube dentro del ecosistema de ServiceNow que automatiza las evaluaciones de riesgo, la gestión de políticas, el monitoreo de cumplimiento y los flujos de trabajo de auditoría. Se integra con la gestión de servicios de TI y las operaciones de seguridad para proporcionar una visión unificada de la postura de cumplimiento y optimizar la presentación de informes regulatorios y las actividades de remediación.",es
af9f856b-0858-47b7-8461-f01359d0ebeb,"Una plataforma integrada de gestión de adquisiciones y proveedores que respalda la gestión de la información de proveedores, el ciclo de vida de los contratos, así como el riesgo y el cumplimiento, y la analítica del rendimiento. El itinerario de aprendizaje abarca la incorporación de proveedores, los flujos de trabajo para la negociación de contratos, la evaluación de riesgos y los informes en panel, con el objetivo de mejorar la colaboración con los proveedores y la alineación estratégica en las iniciativas de transformación digital.",es
e65fe3f0-1fca-46a3-acc3-39be89fc6627,"Una plataforma de adquisición de talento que proporciona seguimiento de solicitantes, gestión de relaciones con candidatos y capacidades de marketing de reclutamiento. La formación abarca la automatización de la búsqueda, el compromiso con los candidatos, la personalización de flujos de trabajo y el análisis, con el objetivo de mejorar los resultados de contratación y los esfuerzos de branding del empleador.",es
5c3610e2-efea-4f88-b5f4-861c6a3c01d7,"Un marco de pruebas integrado con Unity para la creación y ejecución de pruebas automatizadas de unidad, integración y en modo de juego para proyectos de videojuegos. Incluye la redacción de pruebas, afirmaciones, ejecutores de pruebas, configuración de integración continua y depuración, con el fin de garantizar la calidad y estabilidad del juego a lo largo del desarrollo.",es
1e93afb4-e3b8-472b-92bd-b95aaa22538c,"Experiencia en la gestión de procesos de la cadena de suministro minorista de extremo a extremo, que incluye la adquisición, logística, almacenamiento y control de inventario. Comprende la previsión de la demanda, la planificación de reabastecimiento, la optimización de existencias, la gestión de relaciones con proveedores y el diseño de redes de distribución, utilizando sistemas y tecnologías de gestión de la cadena de suministro específicos para el comercio minorista, con el fin de garantizar la disponibilidad de productos y la eficiencia de costos.",es
3633d778-3cf4-4f81-88ee-d1d903f81721,"Competencia en la supervisión de las operaciones diarias de venta al por menor con el fin de garantizar la eficiencia, el cumplimiento normativo y la satisfacción del cliente. Incluye la gestión de las operaciones de la tienda, la programación del personal, la coordinación con proveedores, la prevención de pérdidas, la administración de instalaciones, el monitoreo del rendimiento operativo, la mejora de procesos y la gestión de riesgos operativos, todo ello alineado con los estándares y políticas del comercio minorista.",es
bb2e02a2-c080-4e53-99a4-890c38a6e3b3,"DISCO es una plataforma de software de e-discovery basada en la nube que optimiza el proceso de litigio al proporcionar herramientas para el procesamiento de datos, la revisión de documentos y la gestión de casos. Se destaca por su facilidad de uso, escalabilidad e integración con los flujos de trabajo legales, con el fin de facilitar una resolución de disputas eficiente.",es
38562812-43a3-4c90-b8b0-404698d1fa27,"Una plataforma de datos de clientes flexible y una extensión de CRM desarrollada sobre la plataforma Zendesk que permite a los equipos de éxito del cliente unificar los perfiles de los clientes, automatizar los flujos de trabajo y ofrecer experiencias personalizadas. Esta solución respalda los esfuerzos de incorporación, adopción y retención mediante información fundamentada en datos e integraciones.",es
9feb9339-e0ec-4b41-8dd8-08fca867ca92,"La realización de actividades relacionadas con la corrección de errores, la optimización del rendimiento, la refactorización y la actualización del software posterior a su implementación. Esto implica la gestión de la deuda técnica y la garantía de la fiabilidad y usabilidad del software a lo largo del tiempo.",es
370a7265-fca7-4927-a598-793a1f6a6c16,"Una plataforma integrada de automatización de marketing y CRM, diseñada para el marketing por correo electrónico, la automatización de la experiencia del cliente y la automatización de ventas. La capacitación abarca la automatización de campañas, la segmentación, el envío predictivo, la integración de CRM y la analítica, con el objetivo de asistir a los mercadólogos en la automatización de flujos de trabajo y en la personalización de interacciones con los clientes de manera efectiva.",es
2c35d95f-02b5-4f68-ba4f-102007c0efce,"Una plataforma de reclutamiento integral que permite a las organizaciones buscar, involucrar y gestionar candidatos a través de búsquedas avanzadas, publicaciones de empleo y herramientas de marca empleadora. La capacitación abarca la gestión del pipeline de candidatos, el marketing de reclutamiento, el análisis y la integración con sistemas de seguimiento de solicitantes para optimizar los resultados de contratación.",es
8bbecb2c-43d3-435a-be23-d7f90f01fd4d,"SAP Contabilidad de Activos (FI-AA) constituye un módulo integral dentro de la suite SAP ERP, diseñado para gestionar de manera eficiente todo el ciclo de vida de los activos fijos. Este módulo abarca la adquisición de activos, la capitalización, el cálculo de la depreciación, las transferencias de activos, las bajas y la conciliación con el libro mayor, con el fin de garantizar el cumplimiento de las normas contables y la precisión en la información financiera.",es
2f10d356-a00e-4750-9abb-aab8c1a412ff,"Seleccionar, implementar y gestionar pilas de tecnología de marketing con el fin de automatizar y optimizar los procesos de marketing. Esto incluye plataformas de automatización de marketing, herramientas de email marketing, plataformas de datos de clientes (CDPs) e integración con sistemas de CRM y analítica.",es
f5647a45-7f5e-40dc-9410-348e6710a6e4,"Una Microsoft plataforma destinada a la construcción de aplicaciones modernas, habilitadas para la interacción táctil y responsivas de Windows, utilizando XAML para las definiciones de la interfaz de usuario. Los itinerarios del curso abarcan diseños adaptativos, controles, enlace de datos, gestión de recursos y despliegue en dispositivos Windows 10+, lo que permite a los desarrolladores crear aplicaciones escalables y de alto rendimiento con una base de código unificada.",es
3487b1a1-4956-4fb4-be48-ec88fa30fe51,"Gestiona las interacciones con las agencias regulatorias, incluyendo las presentaciones, las aprobaciones y los informes de cumplimiento continuo. Incluye el seguimiento de los desarrollos regulatorios, la preparación de la documentación y la garantía de respuestas oportunas a las consultas regulatorias.",es
6dba5f40-0126-46a3-a220-09dab68dd77a,"Un lenguaje de programación y un entorno diseñados específicamente para la computación estadística y la representación gráfica. Este lenguaje admite una amplia gama de técnicas estadísticas, incluyendo pruebas de hipótesis, regresión, análisis de series temporales y análisis multivariante. La formación abarca la manipulación de datos, el modelado estadístico, la visualización y la gestión de paquetes, con el fin de facilitar una toma de decisiones fundamentada en datos de manera integral.",es
b9a62e82-7dcf-483c-b487-0e3c748a757f,"Una plataforma integral de datos y análisis especializada en información sobre consumidores, retail y compradores, destinada a informar estrategias de precios y promociones. Facilita el análisis de precios competitivos, la medición de la efectividad de las promociones y la previsión de la demanda. La formación abarca el modelado de datos, el uso de paneles y la planificación de escenarios, con el objetivo de impulsar decisiones de precios rentables y la ejecución de campañas promocionales.",es
af74077a-a6b5-421a-adab-01cf76506c04,"La capacidad de identificar de manera sistemática los peligros en el lugar de trabajo, evaluar los riesgos asociados y determinar las medidas de control adecuadas para salvaguardar a los empleados y clientes del comercio minorista. Esto incluye la realización de auditorías de seguridad, análisis de riesgos e informes de peligros, abarcando riesgos físicos, químicos, biológicos y ergonómicos, así como la aplicación de técnicas de priorización de riesgos. Las subcompetencias comprenden el reconocimiento de peligros, la evaluación de riesgos y la implementación de controles, apoyando el cumplimiento normativo y la preparación ante emergencias en entornos minoristas.",es
07420d1d-3d1c-4a20-a0be-df11eb61aaed,"La capacidad de diseñar y promover prácticas laborales seguras que prevengan lesiones musculoesqueléticas entre los trabajadores del sector minorista. Esto incluye la evaluación ergonómica de los puestos de trabajo, la aplicación de técnicas adecuadas de levantamiento, el uso de dispositivos de asistencia y la capacitación sobre postura y movimiento. Las subcompetencias comprenden la evaluación ergonómica, las estrategias de prevención de lesiones y la educación de los empleados en relación con la mecánica corporal.",es
bb7da1c9-cbc9-40b4-966b-3b0b47c1f35e,"Un sistema de gestión de contenido empresarial (CMS) y plataforma de experiencia digital que permite a los minoristas crear, gestionar y entregar contenido personalizado a través de múltiples canales. La capacitación incluye la creación de sitios, la gestión de activos digitales, la automatización de flujos de trabajo y la integración con nubes de marketing para mejorar la experiencia del cliente y optimizar las operaciones de marketing.",es
70ee8ee0-ea32-4f87-811d-6d86112c0de8,"Una colección integral de aplicaciones de diseño gráfico, edición de video y desarrollo web, que incluye Photoshop, Illustrator y Premiere Pro. Se abordan la creación de activos de marca, la narración visual, el diseño de campañas y la producción de contenido multimedia, con el fin de respaldar el posicionamiento de marca y las iniciativas de marketing en entornos minoristas.",es
dbd99dd4-903a-48fd-b273-befa0e7618b5,"Una plataforma de orquestación, automatización y respuesta de seguridad (SOAR) que automatiza los procesos de respuesta a incidentes, incluyendo la detección, investigación, remediación e informes de cumplimiento. Se integra con múltiples herramientas de seguridad para optimizar la respuesta ante brechas y los flujos de comunicación regulatoria.",es
3d4dcdf6-2a9d-4280-ba21-aed2c94725b8,"Oracle Los Activos Fijos constituyen un componente fundamental del Oracle E-Business Suite y del Oracle ERP Cloud, el cual gestiona los procesos del ciclo de vida de los activos fijos, incluyendo la creación de activos, la depreciación, la revalorización, las transferencias, las disposiciones y la elaboración de informes. Facilita el cumplimiento de las normas contables e integra los módulos financieros para proporcionar una reconciliación precisa del registro de activos y un control riguroso del gasto de capital.",es
7cc8a59a-a9b0-4720-8e9c-52c24ee9b921,"Se abordan el conocimiento y la aplicación de conceptos matemáticos avanzados, incluyendo la teoría, la resolución de problemas y la evaluación, los cuales son fundamentales para la ciencia de datos y la inteligencia artificial, pero que no están representados en las familias de habilidades proporcionadas.",es
b15bf175-c8ef-4ca4-bf69-fe094f2ff740,"La Eficiencia Operacional en la Nube se enfoca en la automatización en la nube y las operaciones de TI, lo cual constituye un ámbito distinto de las técnicas de comunicación digital y colaboración que se emplean dentro de los equipos de transformación.",es
f5aa75e1-9817-40ac-8280-9039f9565a9d,"Una plataforma unificada de comunicación y colaboración que integra chat, videoconferencias, almacenamiento de archivos e integración de aplicaciones para respaldar a los equipos de aseguramiento de calidad en la coordinación de actividades, el intercambio de conocimientos y la participación en ceremonias ágiles. Facilita una interacción fluida entre los equipos de aseguramiento de calidad, desarrollo y partes interesadas, promoviendo la transparencia y la comunicación oportuna, aspectos críticos para el éxito de la garantía de calidad.",es
bc019469-5d7c-4202-8762-b0f6c82ac5b1,"Cubre las habilidades relacionadas con la configuración y gestión de los ajustes del sistema operativo Windows, así como de los dispositivos periféricos, tales como el ratón, el teclado y otros dispositivos de entrada.",es
b8cb94c8-096a-47ac-bc59-16bb016cd0fc,"Una plataforma de análisis basada en la nube que ofrece visualización de datos, informes empresariales y capacidades de análisis aumentados para respaldar la toma de decisiones estratégicas y la planificación de escenarios. La capacitación incluye la preparación de datos, visualización, integración de aprendizaje automático y características de colaboración, con el fin de asistir a las organizaciones en la alineación de sus acciones con los objetivos comerciales.",es
224549df-826c-4d84-9ff8-b2736ee71a76,"Experiencia en la implementación de estrategias para minimizar los incidentes de resbalones, tropiezos y caídas en entornos minoristas. Esto implica la identificación de peligros relacionados con el suelo, derrames, desorden y la iluminación; la aplicación de los protocolos de limpieza; el despliegue de señalización de advertencia; y la capacitación de los empleados en materia de conciencia situacional. Las sub-habilidades incluyen la detección de peligros, las medidas de control y la comunicación de seguridad para garantizar el movimiento seguro de clientes y personal.",es
ff43feab-7aa6-40f4-9a68-7c9eb5b627ff,"Un marco de desarrollo integral para aplicaciones descentralizadas basadas en Ethereum que ofrece capacidades de compilación, implementación, prueba y scripting de contratos inteligentes. Incluye la estructura del proyecto, pruebas automatizadas, gestión de redes e integración con clientes de Ethereum para optimizar el ciclo de vida del desarrollo de DApp.",es
b1a67be1-86cb-4d2b-9434-157b13567c3c,"La capacidad de aplicar teorías educativas fundamentales, modelos de aprendizaje y estrategias de instrucción para diseñar y adaptar métodos de enseñanza que involucren a aprendices diversos y mejoren la retención del conocimiento. Esto incluye el desarrollo cognitivo, la instrucción diferenciada, enfoques constructivistas y técnicas de aprendizaje activo, respaldando una gestión efectiva del aula y la experiencia en la materia.",es
22099452-12db-440c-9e89-c8d85ee333ee,"Habilidades relacionadas con Apache Cassandra, un sistema de base de datos NoSQL distribuido, que incluyen el modelado de datos, la gestión de clústeres, la replicación y la optimización de consultas en entornos NoSQL.",es
8404f937-7633-4b99-b3d9-3fac0e9e7352,"Un rol de servidor en Windows Server que proporciona servicios de Sistema de Nombres de Dominio (DNS) para la resolución de nombres dentro de las redes. La capacitación incluye la configuración de zonas DNS, reenvíos, reenvíos condicionales, DNSSEC, solución de problemas e integración con Active Directory, con el fin de garantizar servicios de resolución de nombres que sean fiables y seguros, los cuales son críticos para la gestión de la infraestructura de red.",es
cc385053-d1e0-4f9f-8526-0fbf9f068ed7,"Diseñar e implementar estrategias de uso del suelo que equilibren los objetivos ambientales, económicos y sociales. Esto incluye el análisis espacial, la evaluación de la capacidad del suelo, la zonificación, la evaluación del impacto ambiental y la participación de las partes interesadas. La utilización de herramientas SIG y marcos de planificación respalda la agricultura sostenible, la silvicultura y la conservación.",es
edf6bd74-5fea-4a46-a6b3-42b2a10e9b99,"Un software de servidor web de código abierto ampliamente utilizado que proporciona servicios HTTP para alojar sitios web y aplicaciones web. La capacitación abarca la instalación, la configuración de hosts virtuales, los módulos, el endurecimiento de la seguridad, el ajuste del rendimiento y la integración con servicios de directorio e infraestructura de red, con el fin de desplegar y gestionar roles de servidor HTTP de manera efectiva.",es
ebe446ea-7962-423e-b866-ef48c18d3268,"Una plataforma integral de publicidad en línea de Google que permite a los profesionales crear, gestionar y optimizar campañas de pago por clic (PPC) en canales de búsqueda, display, video y aplicaciones. La capacitación abarca la configuración de campañas, la investigación de palabras clave, las estrategias de puja, la segmentación de audiencias, los formatos de anuncios, el seguimiento de conversiones y el análisis de rendimiento, con el objetivo de impulsar estrategias efectivas de publicidad digital.",es
